Transaction ID,Transaction Type,Date & time,Asset Acquired,"Quantity Acquired (Bought, Received, etc)",Cost Basis (incl. fees and/or spread) (USD),Data Source,"Asset Disposed (Sold, Sent, etc)",Quantity Disposed,Proceeds (excl. fees and/or spread) (USD)
3373b366-312e-5b62-a2cc-ff70e205989e,Rewards,2023-10-01T20:55:03Z,DOT,0.1226363621,0.51537931172525,Coinbase,,,
ce4e0b67-b055-5c8c-aabd-f4ce2a17424f,Rewards,2023-10-02T12:58:21Z,XTZ,0.397091,0.278757882,Coinbase,,,
9e4f2526-797f-5d95-aeb3-7f5ff90d3752,Rewards,2023-10-02T18:40:52Z,SOL,0.017611147,0.411484449655,Coinbase,,,
46017b2d-dcc2-5348-91a3-3ea9ad7f6979,Rewards,2023-10-02T20:46:34Z,DOT,0.1146847662,0.4754830406652,Coinbase,,,
23546422-19a0-5774-aa7b-084a02766898,Rewards,2023-10-03T09:45:06Z,ETH,0.000869804753,1.445628546557295,Coinbase,,,
bdf6a61c-c6d0-5b71-bc7d-85255fcc98df,Rewards,2023-10-03T20:52:22Z,DOT,0.0605231001,0.24690398685795,Coinbase,,,
b8a0c5b3-e420-5f0b-989a-56d97a706955,Rewards,2023-10-03T23:27:33Z,ADA,0.893165,0.2330267485,Coinbase,,,
99a0f394-3487-5085-8857-3b1a9aec2089,Rewards,2023-10-04T15:41:42Z,USDC,0.109869,0.109869,Coinbase,,,
,Reward,2023-10-04T16:00:00Z,CBETH,0.0002169312846614,0.376883171309390249187465797968875,Coinbase,,,
4daff1c4-8320-5516-a0f8-d4e3edf48a36,Rewards,2023-10-04T17:04:42Z,ATOM,0.195645,1.3613957325,Coinbase,,,
8e039b04-a7c0-55b8-afa3-e0d8a3f33f8a,Rewards,2023-10-04T19:13:52Z,SOL,0.017983105,0.417118120475,Coinbase,,,
91010571-c2c4-5594-8413-d34ca2149f5f,Rewards,2023-10-05T01:15:54Z,DOT,0.0142649483,0.057630391132,Coinbase,,,
aef79107-41b6-5d94-ae58-0e405ee24312,Rewards,2023-10-05T13:10:34Z,XTZ,0.390041,0.2650328595,Coinbase,,,
708db034-fe55-5187-b157-bfc56dc5d0de,Rewards,2023-10-05T20:57:06Z,DOT,0.0686753979,0.27624678805275,Coinbase,,,
3e9699a0-b367-5318-a195-eefbc74459e8,Buy,2023-10-06T21:34:38Z,USDC,610,610,Coinbase,,,
644c1ac6-9755-5226-ad6f-0b4eb7c1fde6,Rewards,2023-10-06T21:40:46Z,SOL,0.01792487,0.42401279985,Coinbase,,,
a29dfd36-d2dc-5e82-8804-3559b850dd22,Rewards,2023-10-07T00:59:56Z,DOT,0.0534687974,0.217618005418,Coinbase,,,
c3ba4647-c8d2-52aa-b7b2-8ef77e0398bb,Rewards,2023-10-07T09:07:39Z,ETH,0.000941199851,1.545473685338275,Coinbase,,,
,Reward,2023-10-07T16:00:00Z,CBETH,0.0002003656517377,0.349114298635099404224460989959839,Coinbase,,,
1e506f6c-fffa-5504-ae5a-0d8937200557,Rewards,2023-10-07T21:16:54Z,DOT,0.114596041,0.464801542296,Coinbase,,,
35ce84db-0d4b-5b18-912e-4fb181ecee82,Rewards,2023-10-08T15:00:23Z,XTZ,0.392834,0.266341452,Coinbase,,,
1153f62e-df68-55b1-9319-808d7c11e849,Rewards,2023-10-08T22:21:39Z,DOT,0.0524237435,0.2102716351785,Coinbase,,,
fac299af-2a52-58ee-8ca3-0fe972100811,Rewards,2023-10-09T11:25:12Z,ADA,0.892092,0.2235582552,Coinbase,,,
4262e5d7-104d-520f-b19c-c20eb3be1e22,Rewards,2023-10-09T20:52:54Z,DOT,0.0619820863,0.2377013009605,Coinbase,,,
8004894c-74b2-5d99-ba4a-e5eb953f9834,Rewards,2023-10-09T20:52:56Z,DOT,0.0082259006,0.0315504417513,Coinbase,,,
b1431244-a176-54cf-9bb4-5546224fb1b1,Send,2023-10-10T00:39:10Z,,,,,USDC,50,50.000000000031937996000021558739408379
b84acd21-a353-5dd5-845a-6b0b0fe9aa1b,Send,2023-10-10T00:56:07Z,,,,,USDC,656.719869,656.719869
d673bc12-42d9-5a06-b01b-2a6bd8e1c0b1,Rewards,2023-10-10T03:05:39Z,ETH,0.001211933017,1.923113490370855,Coinbase,,,
0651abd9-5a33-5bfe-a117-a6bd97c87582,Rewards,2023-10-10T12:39:09Z,XTZ,0.396505,0.27358845,Coinbase,,,
,Reward,2023-10-10T16:00:00Z,CBETH,0.0001967610458681,0.328008952119244071929920069856256,Coinbase,,,
90f64379-9179-5bf7-a96c-8d38d95217ad,Rewards,2023-10-10T20:45:07Z,DOT,0.0162155091,0.0615216415254,Coinbase,,,
3fcce2f2-8197-5e41-b4f0-8b181e4efa7a,Rewards,2023-10-11T16:24:37Z,ATOM,0.254248,1.703080228,Coinbase,,,
115915d2-126b-5d4c-8e37-d39f12949532,Rewards,2023-10-11T21:44:13Z,SOL,0.018417753,0.401046571575,Coinbase,,,
16da2476-9795-577e-873d-a1cf28cb28c6,Rewards,2023-10-11T22:34:04Z,ETH,0.001196222828,1.87471443492746,Coinbase,,,
68f14fff-a0ca-5650-9f69-58efa013dc4e,Rewards,2023-10-12T03:32:05Z,DOT,0.0593537401,0.2206178519517,Coinbase,,,
4611fb61-b4ba-55b5-87f3-b449354cb03c,Rewards,2023-10-12T18:38:04Z,SOL,0.018381797,0.39208373001,Coinbase,,,
bbf1483d-572c-56ac-866a-7c9804299517,Rewards,2023-10-12T21:57:28Z,SOL,0.018383468,0.38963760426,Coinbase,,,
13f9dcfa-5d6c-5eab-aa2d-0651d3dfc6a3,Rewards,2023-10-12T23:44:18Z,ETH,0.000819986766,1.26121754485077,Coinbase,,,
6cdbfd3a-6fdd-5dcc-9490-ff5caecd4f57,Rewards,2023-10-12T23:57:46Z,DOT,0.0506497026,0.1862136316089,Coinbase,,,
a004a7d6-c8f9-5f7c-94e7-96f06ee57317,Rewards,2023-10-13T11:21:10Z,XTZ,0.391928,0.255145128,Coinbase,,,
,Reward,2023-10-13T16:00:00Z,CBETH,0.0002030375518319,0.331857777811341636243784910273976,Coinbase,,,
092c6a33-d1f8-531e-ad43-a6b355d5f27d,Buy,2023-10-13T17:51:26Z,USDC,500,500,Coinbase,,,
8dd8d56f-459a-54c4-b6fa-20dbc47fec0c,Send,2023-10-13T17:53:11Z,,,,,USDC,500,500
1e11507a-64d6-5ff7-a581-0a6baf370b6c,Rewards,2023-10-13T22:04:22Z,DOT,0.1303123184,0.4879544762488,Coinbase,,,
1409a6a2-e049-5f4d-9e99-c2eeec73457d,Rewards,2023-10-14T05:21:46Z,ADA,0.86711,0.2137859705,Coinbase,,,
2002a764-f753-5872-8f6b-b92def01a5dd,Rewards,2023-10-14T20:46:29Z,SOL,0.018154122,0.39866451912,Coinbase,,,
48b60406-8ec1-59f9-95f3-636a95bad63a,Rewards,2023-10-14T21:23:27Z,DOT,0.0504155519,0.18862978743385,Coinbase,,,
ba372ad0-6978-5a7f-b322-52d01cb230c5,Rewards,2023-10-15T18:54:50Z,ETH,0.001090101859,1.705567918082105,Coinbase,,,
88fdda6d-8f91-5891-9a97-6da7160b2540,Rewards,2023-10-15T20:41:42Z,DOT,0.0574601531,0.21596398542635,Coinbase,,,
85d5cb33-c77e-5550-bcec-35dab118484c,Rewards,2023-10-15T21:23:48Z,DOT,0.012211856,0.0459471082,Coinbase,,,
35e55eae-b985-58d5-a6c6-a1ea994af292,Rewards,2023-10-16T11:34:58Z,XTZ,0.389578,0.256731902,Coinbase,,,
,Reward,2023-10-16T16:00:00Z,CBETH,0.0001988913388481,0.3338193317248959032911719963167656,Coinbase,,,
bcc52f3a-2f23-54d3-9166-5581e9f55ca6,Rewards,2023-10-16T20:46:44Z,DOT,0.0121905067,0.0463726874868,Coinbase,,,
1ef977b6-674c-57e2-97d5-5724fe7e5df8,Rewards,2023-10-18T20:09:39Z,SOL,0.01788071,0.42386223055,Coinbase,,,
87a7c405-c3b6-5c10-96d1-6283e397f54c,Rewards,2023-10-18T20:30:18Z,DOT,0.0617883588,0.2259291339522,Coinbase,,,
6d4bd0f4-1e99-56a3-816f-b263abd6f24a,Rewards,2023-10-19T01:07:06Z,ATOM,0.210412,1.321597772,Coinbase,,,
,Reward,2023-10-19T16:00:00Z,CBETH,0.0002043053525079,0.338907600035443912507474817857025,Coinbase,,,
dda032c8-e614-5666-8ca2-beb33bd9e1d7,Rewards,2023-10-19T17:08:26Z,ETH,0.000895233448,1.40181472305252,Coinbase,,,
d606a2fc-c6ab-5ea4-8b51-eb0964b4a633,Rewards,2023-10-20T00:52:45Z,ADA,0.679689,0.16723747845,Coinbase,,,
07712994-363c-5e30-a5f9-028b9cfcb30d,Rewards,2023-10-20T03:11:06Z,SOL,0.017718709,0.448726305425,Coinbase,,,
f18693e6-a2a5-58e5-bcca-66bda384bbf6,Rewards,2023-10-20T04:59:10Z,DOT,0.0744989519,0.2766146084047,Coinbase,,,
f635a50c-b0ca-5fbd-b71c-a42d56df78a8,Rewards,2023-10-20T13:21:56Z,XTZ,0.395228,0.254329218,Coinbase,,,
ff5644e1-b7bf-59da-a21f-375ca44be578,Rewards,2023-10-20T13:55:33Z,DOT,0.1000349836,0.3755313284344,Coinbase,,,
be169dbd-43c0-5ba1-a597-15fa5fe2cfb4,Rewards,2023-10-20T16:57:42Z,SOL,0.017444782,0.46219949909,Coinbase,,,
e9bc34f1-8cde-5553-8c61-ded291fc38fe,Rewards,2023-10-20T21:10:51Z,DOT,0.0645805273,0.24020727129235,Coinbase,,,
c60225e6-499d-5125-ba75-e97d6b8a2469,Rewards,2023-10-21T15:45:48Z,ETH,0.001210131753,1.96352347846521,Coinbase,,,
43657425-2f25-5dcc-bd9c-0d887205da54,Rewards,2023-10-21T20:59:24Z,DOT,0.013643403,0.0533934576405,Coinbase,,,
efbe16e2-e04b-541d-a98c-f1078f2ca6b3,Rewards,2023-10-22T11:02:50Z,XTZ,0.396675,0.2616071625,Coinbase,,,
,Reward,2023-10-22T16:00:00Z,CBETH,0.0002048018729971,0.35380828152973555367850687257424,Coinbase,,,
fe206fa9-1990-5161-974e-15b295cc1f8d,Rewards,2023-10-22T20:48:45Z,DOT,0.0655654977,0.2542630000806,Coinbase,,,
89429dbf-f5db-5792-8b05-9ae8f5f5df02,Rewards,2023-10-23T21:07:16Z,DOT,0.0680422274,0.2864917984677,Coinbase,,,
102ef0a0-8dc0-5af5-85cc-8abf3dd5632d,Rewards,2023-10-24T00:46:11Z,ADA,0.863509,0.2421279236,Coinbase,,,
7d7e4429-e910-52f8-91ea-1a8144d57094,Rewards,2023-10-24T20:07:34Z,ETH,0.000869005624,1.54373200567044,Coinbase,,,
c479ac9a-cd64-5ea8-b70b-0a75f3a281cb,Rewards,2023-10-24T21:04:03Z,DOT,0.1111999513,0.46231379752975,Coinbase,,,
5c7dcb1d-96d4-50f8-bd26-3f18ccdf3bd3,Rewards,2023-10-25T13:13:54Z,ATOM,0.171695,1.21319687,Coinbase,,,
,Reward,2023-10-25T16:00:00Z,CBETH,0.0002520635514789,0.4851854933778333568271530067909142,Coinbase,,,
0cee974b-36ff-565b-9e1a-910f7445d855,Rewards,2023-10-25T23:48:09Z,SOL,0.017802398,0.57635263525,Coinbase,,,
65356028-77ac-5efc-9bf6-9c0ea6ae552f,Rewards,2023-10-26T00:30:54Z,DOT,0.0555475965,0.23954900990625,Coinbase,,,
0ce658ba-abeb-519d-a2d5-63c68caa80ae,Rewards,2023-10-26T01:08:41Z,ATOM,0.002753,0.019675691,Coinbase,,,
15a42e15-994d-5aa1-abde-9883700a459f,Unstake,2023-10-26T04:12:02Z,XTZ,18.38324,18.110260929647164775751,Coinbase,,,
1339a5c2-bea1-5247-95a4-e531ae832f67,Rewards,2023-10-26T17:48:39Z,SOL,0.017651616,0.54825919296,Coinbase,,,
72830862-3f99-5be3-a7fd-b2fb4d365bcb,Rewards,2023-10-26T21:12:22Z,DOT,0.0072287082,0.0305629782696,Coinbase,,,
3381ffce-5bf9-59b3-a01d-f6cae5981e7e,Rewards,2023-10-27T21:20:11Z,DOT,0.0490412303,0.20212343068145,Coinbase,,,
428b0ef8-f97f-5017-bc72-d358aae4741f,Rewards,2023-10-27T23:25:03Z,SOL,0.017594961,0.558903936165,Coinbase,,,
3fec4916-fa58-5c80-956c-da716c0d7962,Rewards,2023-10-28T10:48:27Z,XTZ,0.393567,0.2855328585,Coinbase,,,
,Reward,2023-10-28T16:00:00Z,CBETH,0.0002367309186031,0.450619115309345047032871628526243,Coinbase,,,
7d5282f2-3fe9-5f09-82dc-1d77a39d596d,Rewards,2023-10-28T20:37:53Z,DOT,0.0511675607,0.21329197677795,Coinbase,,,
7fbc991f-d5b5-5f98-8fa8-69242084159f,Rewards,2023-10-29T20:38:10Z,DOT,0.1189636642,0.5099972284254,Coinbase,,,
959939b8-0145-5166-89e2-436a3c840172,Rewards,2023-10-30T00:22:43Z,ADA,0.868982,0.2573924684,Coinbase,,,
ebfe06a0-7ebc-5fea-9d0e-2459a8e18cfa,Converted from,2023-10-30T03:08:12Z,,,,,CRPT,1920.3,96.58417692
fbf5f4eb-fbf2-5800-93d7-3a2080613d22,Advanced trade trade,2023-10-30T03:08:12Z,USDC,97.35921,97.35921,Coinbase,,,
164c28e7-a01e-5087-8bce-c6d94f332f1e,Converted from,2023-10-30T03:09:57Z,,,,,CRPT,5000,251.2335
dddeb8a1-3aa3-531d-bb6e-c0823fd43f8c,Advanced trade trade,2023-10-30T03:09:57Z,USDC,253.5,253.5,Coinbase,,,
f38f9a76-8e31-574c-a641-8f4b5af4569e,Converted from,2023-10-30T03:12:04Z,,,,,CRPT,1822.1,91.19227859
b0afbb55-0765-5785-8c73-d76dfd129f9c,Advanced trade trade,2023-10-30T03:12:04Z,USDC,92.38047,92.38047,Coinbase,,,
10f41513-6d9f-5daf-844d-1cdf500bafdd,Converted from,2023-10-30T03:35:06Z,,,,,USDC,443.2016330546112,443.2016330546112
5a51ec24-21ad-57d3-8056-21f21bdd75ca,Advanced trade trade,2023-10-30T03:35:07Z,LTC,6.44887298,443.2016330546112,Coinbase,,,
09e62f8e-a5b8-5c2b-ba1c-05dba92cff7e,Unstake,2023-10-30T16:11:58Z,SOL,1.304524371,28.07826344499,Coinbase,,,
,Reward,2023-10-31T16:00:00Z,CBETH,0.0002075813065709,0.395388456335677292804802880884303,Coinbase,,,
df80f177-876c-56bf-8542-c380501cc87c,Rewards,2023-10-31T20:38:43Z,DOT,0.0427296382,0.1900187010754,Coinbase,,,
eab295da-9df1-5bc0-87f3-0f8dd88d083a,Rewards,2023-11-01T02:14:55Z,ETH,0.000844594784,1.53179510702768,Coinbase,,,
451eb971-dd01-5359-b257-dfec6d594ef0,Rewards,2023-11-01T15:11:59Z,ATOM,0.143575,1.08973425,Coinbase,,,
d59f73c9-45c4-59c7-8e5b-b643ad6bc1b7,Unstake,2023-11-01T16:16:02Z,,,,,ETH2,0.04459201744,83.78680426519843112
db789cda-25e4-552d-87b8-3c1145ac0056,Unstake,2023-11-01T16:16:02Z,ETH,0.04459201744,83.78680426519843112,Coinbase,,,
0663b669-dfe5-56c9-b0ab-88113051533a,Rewards,2023-11-01T16:50:08Z,ATOM,0.019321,0.1477380265,Coinbase,,,
3b06f85c-566e-57e3-9df5-fc5a19ea0f6a,Rewards,2023-11-01T20:45:47Z,DOT,0.0603963165,0.2876676554895,Coinbase,,,
9c0a0751-1393-5298-87cb-5a33b2c0ed8a,Converted from,2023-11-02T09:21:02Z,,,,,ETH,0.0545324162,99.811772019184
000fd705-8c21-5cd9-8b27-4ef1f269dc79,Advanced trade trade,2023-11-02T09:21:02Z,CBETH,0.05183,99.8618976,Coinbase,,,
12132153-73fe-511a-bd3b-63143afec5e4,Rewards,2023-11-03T02:23:58Z,SOL,0.017338494,0.66883240605,Coinbase,,,
4d565e45-56ac-5c44-8806-68341d081bf2,Rewards,2023-11-03T02:49:54Z,DOT,0.0505050963,0.2278284894093,Coinbase,,,
78e127da-29af-56f1-95ac-4d4126c61d39,Buy,2023-11-03T03:17:37Z,USDC,300,300,Coinbase,,,
85ee2d0e-68aa-5f4c-a0b1-3883c03a1cbc,Send,2023-11-03T03:19:33Z,,,,,USDC,300,300
1ab62b93-96ab-5cdf-a774-ed55c0a8a10a,Rewards,2023-11-03T04:49:41Z,SOL,0.016920523,0.64501033676,Coinbase,,,
53192d4d-908c-5092-bf4b-9b31a90a52f5,Rewards,2023-11-03T05:33:07Z,ETH,0.001304312107,2.343281480512455,Coinbase,,,
08d0fbd5-fc1f-5ff2-8743-67b7d2355a54,Rewards,2023-11-03T09:17:53Z,ETH,0.000895956621,1.607574647012355,Coinbase,,,
654d4351-70e9-5aed-ae0f-84555f1218ba,Rewards,2023-11-03T12:08:49Z,SOL,0.016796434,0.6533812826,Coinbase,,,
,Reward,2023-11-03T16:00:00Z,CBETH,0.0002295267094572,0.4418297544624990984945750499995648,Coinbase,,,
8df74296-1b30-58b3-bda9-f6ccea6d5955,Unstake,2023-11-03T17:15:26Z,ADA,22.604932,8.5833479816719336429752,Coinbase,,,
1bab7197-71d7-5759-8fa1-97c0710b0730,Rewards,2023-11-03T19:36:21Z,SOL,0.01716953,0.6740757478,Coinbase,,,
98befa48-8005-51be-a51c-46592ce755d7,Rewards,2023-11-03T21:24:44Z,DOT,0.0999949091,0.4623764596784,Coinbase,,,
610d4b5a-0e13-5d2a-accf-bec9c0b9bda1,Rewards,2023-11-04T16:46:22Z,USDC,0.443362,0.443362,Coinbase,,,
52b03339-cef3-54e6-801b-c9ede02ccdaa,Rewards,2023-11-04T21:03:54Z,DOT,0.0390875598,0.1820698535484,Coinbase,,,
8f42b388-d194-5332-a54d-1b0cce28af2b,Rewards,2023-11-05T16:07:08Z,ETH,0.00116791314,2.1932766416973,Coinbase,,,
eb8826ca-1780-569f-b219-06836b9f6dc9,Rewards,2023-11-05T20:56:34Z,DOT,0.0040688694,0.0195041254689,Coinbase,,,
e651f6ef-5b35-5277-b859-50b02f1083f5,Rewards,2023-11-06T10:43:07Z,XTZ,0.399363,0.3264792525,Coinbase,,,
,Reward,2023-11-06T16:00:00Z,CBETH,0.0003815890606939,0.772578875033054532711455426974476,Coinbase,,,
e41f673d-72e0-5479-a869-6ea6d038fa97,Rewards,2023-11-06T18:47:22Z,SOL,0.017194965,0.692527215375,Coinbase,,,
51dadb56-a888-5b5c-af09-2ad2f9dc7a08,Rewards,2023-11-06T20:50:42Z,DOT,0.0584727368,0.2884752470028,Coinbase,,,
0b9f0333-fb62-5a84-ad81-00191b3644ee,Rewards,2023-11-07T20:58:03Z,DOT,0.0518207059,0.2581707567938,Coinbase,,,
f2b40385-fa8b-5e73-ba0d-b3a662fc1277,Rewards,2023-11-08T11:11:16Z,XTZ,0.397784,0.339309752,Coinbase,,,
c00c83f7-47ed-5fab-86c7-834a3cbcb80d,Rewards,2023-11-08T13:58:06Z,ATOM,0.221075,1.9064402625,Coinbase,,,
d802cc2b-4cb9-5187-97eb-3b8f4fe128d2,Rewards,2023-11-08T20:11:47Z,SOL,0.016735502,0.72406149403,Coinbase,,,
dd87a31b-2988-584e-80ae-153395f2314c,Rewards,2023-11-08T23:55:29Z,ADA,0.863483,0.3093859589,Coinbase,,,
c342b051-9739-55bb-8624-b2e44b1ba76d,Rewards,2023-11-09T01:49:03Z,DOT,0.0951639919,0.48452746475885,Coinbase,,,
,Reward,2023-11-09T16:00:00Z,CBETH,0.0002448648232204,0.5306282265409483859113241316278,Coinbase,,,
52f819a3-47de-5927-85ab-2135791a44ec,Rewards,2023-11-09T20:55:44Z,DOT,0.0569326154,0.2767209771517,Coinbase,,,
a4e4bb6c-3055-5657-b47d-4673d567e2a3,Rewards,2023-11-10T18:24:36Z,SOL,0.017190427,0.925102829005,Coinbase,,,
ecaca639-bc66-5993-8ed1-3853e9a962a0,Rewards,2023-11-11T15:22:52Z,ETH,0.001267766067,2.634005863254225,Coinbase,,,
070e5c36-e19d-58cf-bc75-3edde1d37732,Rewards,2023-11-11T20:49:54Z,DOT,0.0559213258,0.3143337723218,Coinbase,,,
d0fd1dbc-172a-5d50-b581-8538992876fa,Rewards,2023-11-11T20:56:01Z,DOT,0.0041349498,0.0231743261541,Coinbase,,,
,Reward,2023-11-12T16:00:00Z,CBETH,0.0002436652406854,0.5329167529482364127081501020132442,Coinbase,,,
8d9c4ee9-7ae9-5efb-a06a-d7067c2f4b09,Rewards,2023-11-12T21:03:14Z,DOT,0.047006092,0.27099012038,Coinbase,,,
c0bebca9-a5a2-5e75-a927-71faa05ea9dc,Rewards,2023-11-14T15:38:09Z,ETH,0.001176703995,2.394998592703275,Coinbase,,,
23f6eebc-470a-570d-bb10-e14a93c389d0,Rewards,2023-11-15T00:05:42Z,SOL,0.017152443,0.975202146765,Coinbase,,,
68265777-4f98-5874-9ebc-462e735af099,Rewards,2023-11-15T01:24:11Z,DOT,0.1446474522,0.7573740597192,Coinbase,,,
078ac2fb-a882-5743-a2cf-3dddfacb6476,Rewards,2023-11-15T15:32:31Z,ATOM,0.204211,1.9462329355,Coinbase,,,
,Reward,2023-11-15T16:00:00Z,CBETH,0.0002609894178595,0.559455976606215901934081336540067,Coinbase,,,
75791add-1c18-5be7-8d2f-9c799df797b7,Rewards,2023-11-15T17:04:08Z,SOL,0.016856848,1.0413317852,Coinbase,,,
f8155909-81a7-5b06-92cd-4af936544841,Rewards,2023-11-15T23:27:19Z,DOT,0.0438369246,0.2430099915201,Coinbase,,,
c32b1ee6-34b9-50b2-b922-5fcfa9c6b36e,Rewards,2023-11-16T05:48:47Z,ADA,0.889838,0.3402295593,Coinbase,,,
b88b53f6-3992-5a9d-bb6d-3c0070547cb6,Unstake,2023-11-16T18:01:26Z,ATOM,4.74262,55.5887267811292264248866,Coinbase,,,
c0171606-6055-50e1-b5b8-af81d3425cd6,Rewards,2023-11-17T11:29:12Z,XTZ,0.396346,0.334516024,Coinbase,,,
6a70788b-0e00-58d1-97e0-34b16da00573,Buy,2023-11-17T17:02:20Z,USDC,500,500,Coinbase,,,
bdcfa55b-92ed-50c1-bcfc-b5c069232316,Rewards,2023-11-17T17:27:16Z,SOL,0.016997566,0.95900267372,Coinbase,,,
b3570de0-f696-5226-887b-eb1599e5dc70,Send,2023-11-17T19:22:11Z,,,,,USDC,500,500
ba4bbe04-04a3-5c5b-ab22-da18da4da184,Rewards,2023-11-18T01:04:58Z,DOT,0.0541467044,0.2810484691882,Coinbase,,,
978ab4a3-0e7d-55f2-9ed0-280b97084afc,Rewards,2023-11-18T03:23:14Z,DOT,0.0139499115,0.07183506926925,Coinbase,,,
23cd785e-516d-5fff-8cc5-9048a0ad515e,Rewards,2023-11-18T04:33:12Z,ETH,0.000936679875,1.817360343673125,Coinbase,,,
9fcd7563-fb28-5d09-be96-280a0c8a0b33,Rewards,2023-11-18T09:16:53Z,ADA,1.720215,0.6146328195,Coinbase,,,
,Reward,2023-11-18T16:00:00Z,CBETH,0.0002417779924336,0.5021028435331356709825964654895,Coinbase,,,
a2502bc9-b2cf-50a7-ae5f-39b25591dafb,Rewards,2023-11-18T20:49:49Z,DOT,0.0422556771,0.2217577934208,Coinbase,,,
f3029423-e3a6-5016-8090-1adf7226254a,Buy,2023-11-19T04:18:04Z,USDC,500,500,Coinbase,,,
8aca8015-8c0c-5c42-80e0-a598289b4eef,Converted from,2023-11-19T04:23:20Z,,,,,USDC,239.4689876592,239.4689876592
177686e9-efa0-58fa-8610-9f9bc71e47d4,Advanced trade trade,2023-11-19T04:23:20Z,CBETH,0.11544,239.5160213784,Coinbase,,,
99ddb91d-14fb-59e6-aec2-5fa30dd511da,Converted from,2023-11-19T04:23:40Z,,,,,USDC,78.5783545784,78.5783545784
8b893423-1e73-53b6-bbc4-c7f85631dc94,Advanced trade trade,2023-11-19T04:23:40Z,CBETH,0.03788,78.5899772988,Coinbase,,,
c92729d0-a68b-5880-a448-77dfda0bdbbe,Converted from,2023-11-19T04:24:57Z,,,,,USDC,0.9957130464,0.9957130464
8099d137-e14a-5bf5-8ccf-99f68f392216,Advanced trade trade,2023-11-19T04:24:57Z,CBETH,0.00048,0.9958265232,Coinbase,,,
dfdecc8c-dc2b-5e63-8ccc-6fc7c0a29b64,Converted from,2023-11-19T04:30:24Z,,,,,USDC,0.622320654,0.622320654
26f13ecd-a978-531b-b561-2f619db342b6,Advanced trade trade,2023-11-19T04:30:24Z,CBETH,0.0003,0.622353852,Coinbase,,,
9e7bb5b2-7a71-53ba-aed2-6382e0670684,Converted from,2023-11-19T04:31:45Z,,,,,USDC,179.7884369406,179.7884369406
4e177b1d-cc82-517f-a684-1bcd7fb69063,Advanced trade trade,2023-11-19T04:31:45Z,CBETH,0.08667,179.8132860963,Coinbase,,,
70830911-7566-5418-a5b6-4c159cd3a136,Rewards,2023-11-20T17:44:24Z,ETH,0.001297420492,2.64558309944212,Coinbase,,,
b9746d79-37de-51c8-9b2a-f0ced2a177e3,Rewards,2023-11-20T20:40:00Z,DOT,0.1436033748,0.7691396754288,Coinbase,,,
,Reward,2023-11-21T16:00:00Z,CBETH,0.0002816425139102,0.59724905242487510163817607979016,Coinbase,,,
022f1565-46be-5d02-bff5-8eeeaa2bdec3,Rewards,2023-11-21T21:11:19Z,SOL,0.017277267,0.942388528515,Coinbase,,,
c6bd2372-8f43-562a-9deb-0b462cb7d1b1,Rewards,2023-11-21T23:22:56Z,DOT,0.0467235567,0.22845483048465,Coinbase,,,
c2e6aab1-3696-5454-8d79-4a1526994352,Rewards,2023-11-22T18:39:22Z,ATOM,0.141212,1.249938018,Coinbase,,,
2cd4cef2-1418-5e58-9df0-5ff9f48c400c,Rewards,2023-11-22T20:42:38Z,ADA,0.872386,0.3330333555,Coinbase,,,
61ca068a-d33d-53aa-a065-442139263e8f,Rewards,2023-11-23T02:10:37Z,DOT,0.0134137336,0.069684346052,Coinbase,,,
35a0d350-979b-5c5c-8e29-48eed899bf8f,Rewards,2023-11-23T03:34:08Z,SOL,0.017366833,1.005279128205,Coinbase,,,
c50b6cfa-14b5-50e8-9032-0e26eca8c4d1,Rewards,2023-11-23T07:10:51Z,ETH,0.000860768742,1.77874847843703,Coinbase,,,
03525096-5ac3-5c5b-a819-b4ec8e54e851,Unstake,2023-11-23T14:01:10Z,DOT,6.6538243402,35.7963860515413348,Coinbase,,,
b228a79f-c32f-58fb-84c5-ac1c521f5586,Rewards,2023-11-23T14:57:05Z,XTZ,0.391028,0.313604456,Coinbase,,,
dfe2e7c6-ba6e-5508-a43f-02d2c7e43dd4,Rewards,2023-11-23T17:34:40Z,ETH,0.000933493271,1.920676407481565,Coinbase,,,
1cbfd810-be53-54a4-b210-3c680ff075cd,Rewards,2023-11-23T19:26:42Z,SOL,0.017298245,0.973112772475,Coinbase,,,
b2e5ff1f-5b9c-552c-a923-ab3be80778bd,Rewards,2023-11-24T01:58:05Z,DOT,0.0498882898,0.2572739104986,Coinbase,,,
,Reward,2023-11-24T16:00:00Z,CBETH,0.000295083315454,0.6648617714415088501907823359100384,Coinbase,,,
7328628c-f9bf-531c-9f62-bee7cd142ec4,Rewards,2023-11-24T21:07:44Z,DOT,0.0448123203,0.23492858917275,Coinbase,,,
e627dd24-b1f5-5b1a-8ff9-624b3aef43f2,Rewards,2023-11-25T12:26:24Z,XTZ,0.398096,0.33041968,Coinbase,,,
84e37edc-8498-5760-abc2-9c324a977ec2,Rewards,2023-11-25T21:08:36Z,DOT,0.0993310948,0.5301300529476,Coinbase,,,
d3781aa8-f4a9-5104-9fea-858750f11c0e,Rewards,2023-11-26T16:29:23Z,ETH,0.000876563818,1.79472935480228,Coinbase,,,
2f28a2d2-f40e-5853-b885-4771ab4335e1,Rewards,2023-11-26T20:46:19Z,DOT,0.042527508,0.227756069094,Coinbase,,,
